Temperatura,Horas_Operacion,Carga,Humedad,Consumo_Energia
32.2,11.5,92.7,76.1,39.29
26.2,4.4,95.2,64.2,25.05
19.9,3.9,60.1,74.6,19.87
35.0,10.3,50.6,84.4,32.11
31.9,5.5,41.7,56.1,17.58
22.6,5.8,69.4,42.6,21.68
19.4,3.4,33.0,59.1,9.12
18.5,10.5,32.7,56.6,28.04
31.4,7.8,54.1,84.0,25.69
19.8,4.9,46.7,56.4,23.52
22.4,7.9,86.4,54.7,25.39
19.7,4.9,32.2,72.2,17.29
34.3,9.7,88.7,63.2,32.51
23.6,3.4,79.3,48.2,21.67
22.0,5.6,81.5,60.7,22.77
30.2,11.5,31.3,89.5,31.45
29.0,9.9,89.9,43.8,34.79
23.8,10.7,75.3,57.3,31.23
27.5,5.2,58.3,50.6,19.04
28.7,8.4,70.6,67.1,30.72
25.0,2.6,93.2,67.6,19.73
31.6,8.5,52.7,70.8,27.13
30.7,4.2,82.5,83.4,22.65
32.5,3.8,86.5,43.1,23.32
19.6,5.5,65.9,58.9,17.8
27.9,8.4,96.3,62.6,36.1
30.4,2.7,86.2,78.1,24.03
18.3,5.9,41.6,47.9,18.32
28.3,4.5,73.8,69.6,20.55
24.1,9.1,53.0,81.8,29.68
33.0,10.8,83.6,59.2,35.34
32.1,5.9,86.5,87.8,27.55
22.3,6.3,59.7,40.0,18.84
31.5,10.9,91.5,78.5,37.66
20.3,2.5,57.4,87.3,17.14
31.3,9.2,92.0,70.7,30.16
29.7,11.5,59.5,42.3,30.45
32.0,7.0,40.8,66.6,24.08
26.9,2.8,42.1,44.1,18.58
31.1,6.5,61.3,78.2,26.78
30.4,7.4,51.3,49.7,24.72
19.0,4.1,76.6,57.2,24.61
26.8,7.7,63.0,81.2,28.94
27.5,3.5,79.0,83.4,22.16
33.4,4.1,36.2,86.5,19.4
27.4,11.2,49.1,53.7,29.94
33.3,2.2,79.6,42.3,24.49
22.1,9.7,79.9,87.5,33.6
25.4,7.7,60.3,64.6,22.09
27.0,3.4,72.9,48.9,19.04
23.9,11.9,96.8,86.8,36.3
23.8,4.7,73.4,65.0,20.45
20.7,3.9,38.4,53.3,15.9
20.9,4.5,70.2,80.3,25.11
32.5,6.7,33.8,69.8,23.89
30.5,8.7,56.1,46.3,28.86
25.5,5.8,47.9,65.7,19.45
31.2,7.9,98.3,47.8,35.46
20.5,9.6,32.5,82.2,25.68
21.6,5.4,67.5,79.7,20.11
28.0,11.0,89.3,68.9,38.48
19.8,11.5,56.6,84.6,30.22
29.4,10.2,93.8,83.6,36.92
23.5,4.2,96.7,78.6,26.32
33.2,6.9,93.0,67.6,31.73
28.7,4.6,96.1,59.0,23.07
25.5,10.0,59.5,51.5,32.1
27.2,3.8,50.6,47.3,16.24
21.9,4.9,36.4,83.4,19.46
18.6,4.8,86.0,72.6,22.76
18.9,11.4,49.4,77.2,30.6
24.8,10.5,85.9,43.2,34.68
32.4,6.6,42.2,53.0,25.22
29.8,11.7,31.9,50.9,29.94
28.9,5.1,85.2,68.6,25.48
34.2,8.7,40.6,53.7,29.32
33.2,3.2,85.3,76.7,20.51
25.3,3.2,91.6,57.7,20.17
30.6,4.7,41.7,60.8,19.29
26.6,11.0,90.7,71.5,35.52
29.8,7.0,95.9,83.3,33.09
25.6,4.4,34.1,68.0,20.44
27.8,5.5,44.4,65.9,19.22
20.8,3.3,84.6,66.0,22.83
30.6,6.2,77.5,45.6,28.04
18.8,6.0,96.7,62.5,26.23
19.0,8.9,56.2,63.2,25.44
27.4,10.1,76.1,60.8,30.17
29.0,8.9,47.3,41.0,27.14
22.9,3.4,53.9,76.0,16.03
33.3,5.3,78.5,57.9,22.8
26.5,5.3,85.5,85.4,23.32
20.2,12.0,56.1,70.2,33.78
33.2,9.9,44.7,77.8,34.05
27.7,4.6,49.4,50.9,21.8
29.7,3.1,32.1,78.1,17.44
24.1,6.2,73.3,82.2,25.17
32.6,4.0,73.1,50.4,18.21
28.6,9.0,42.9,59.3,33.66
28.4,11.9,44.5,43.1,32.75
23.8,3.3,67.0,58.7,21.2
33.7,2.0,89.3,72.9,17.92
34.5,10.6,65.8,77.6,34.43
29.3,10.7,30.4,42.2,28.76
18.4,9.6,40.8,86.9,28.08
31.7,9.0,66.1,52.5,30.67
26.4,5.2,32.5,67.9,25.72
34.5,3.6,35.2,47.9,21.04
22.3,6.5,91.1,66.2,28.27
19.4,3.9,97.9,76.2,22.78
32.3,7.3,54.3,83.3,21.61
26.5,5.5,47.0,79.9,23.14
24.1,7.9,98.9,46.4,24.9
25.3,11.9,77.4,62.3,36.15
34.0,4.2,51.4,53.9,15.76
18.7,8.1,38.2,54.0,23.16
